"id","year","title","artwork","artwork_large","artist","artist_search","download"
548394132,"2018","MBMT007/Résurrection - MC' JaZzZ","/artworks/artworks-000365014008-llc6wk-large.jpg","/artworks/artworks-000365014008-llc6wk-t500x500.jpg","MC' JaZzZz","MC' JaZzZz","http://s451072707.onlinehome.fr/MareeBass_Prod-98_Resurrection-MCJAZZZZ.zip"
540353838,"2018","Turtle Tape","/artworks/artworks-000360612921-aezige-large.jpg","/artworks/artworks-000360612921-aezige-t500x500.jpg",,,
533189403,"2018","MBEP051/Origin - DRY LAN","/artworks/artworks-000356192895-wqn089-large.jpg","/artworks/artworks-000356192895-wqn089-t500x500.jpg","DRY LAND","DRY LAND","http://s451072707.onlinehome.fr/MareeBass_Prod-96_Origin-DRYLAND.zip"
516200922,"2018","MBEP050/Shadow - Gaelig-Astrolapite","/artworks/artworks-000346169715-wauqho-large.jpg","/artworks/artworks-000346169715-wauqho-t500x500.jpg","Gaelig-Astrolapitek","Gaelig-Astrolapitek","http://s451072707.onlinehome.fr/MareeBass_Prod-95_Shadow-GAELIG.zip"
507420807,"2018","MBEP049/Sub:versus - CULTURAL SOULJA","/artworks/artworks-000341364732-g7j5k2-large.jpg","/artworks/artworks-000341364732-g7j5k2-t500x500.jpg","CULTURAL SOULJA","CULTURAL SOULJA","http://s451072707.onlinehome.fr/MareeBass_Prod-94_Sub:versus-CULTURALSOULJA.zip"
493982232,"2018","MBEP048/Médicinale - DOCTEUR GANJAH","/artworks/artworks-000332566230-2042b2-large.jpg","/artworks/artworks-000332566230-2042b2-t500x500.jpg","DOCTEUR GANJAH","DOCTEUR GANJAH","http://mareebass.fr/documents/son/MareeBass_Prod-93_Medicinale-DOCTEURGANJAH.zip"
487065723,"2018","MBLP037/Rev-Earth - PHAZ-M DUB","/artworks/artworks-000327966798-jb2u3d-large.jpg","/artworks/artworks-000327966798-jb2u3d-t500x500.jpg","PHAZ-M DUB","PHAZ-M DUB","http://s451072707.onlinehome.fr/MareeBass_Prod-92_Rev-Earth-PHAZ-MDUB.zip"
473091147,"2018","MBEP047/Full And Wide - PROJET NOVA 6 ","/artworks/artworks-000317234658-i03qla-large.jpg","/artworks/artworks-000317234658-i03qla-t500x500.jpg","PROJET NOVA 6","PROJET NOVA 6","http://s451072707.onlinehome.fr/MareeBass_Prod-91_FullAndWide-PROJETNOVA6.zip"
456463707,"2018","MBEP046/The Mighty One - HYDROLIK","/artworks/artworks-000307225821-h6eqdr-large.jpg","/artworks/artworks-000307225821-h6eqdr-t500x500.jpg","HYDROLIK","HYDROLIK","http://s451072707.onlinehome.fr/MareeBass_Prod-90_TheMightyOne-HYDROLIK.zip"
448539318,"2018","MBEP045/Outbound Journey - DON ALDUCK","/artworks/artworks-000302221245-pxwzns-large.jpg","/artworks/artworks-000302221245-pxwzns-t500x500.jpg","DON ALDUCK","DON ALDUCK","http://s451072707.onlinehome.fr/MareeBass_Prod-89_OutboundJourney-DONALDUCK.zip"
445145865,"2018","MBEP044/Natural Skankers - NATURAL SKANKERS","/artworks/artworks-000300088452-fzrrrr-large.jpg","/artworks/artworks-000300088452-fzrrrr-t500x500.jpg","NATURAL SKANKERS","NATURAL SKANKERS","http://s451072707.onlinehome.fr/MareeBass_Prod-88_NATURALSKANKERS.zip"
436334520,"2018","MBEP043/The Shield - APOO STEPPA","/artworks/artworks-000293639148-jrolv1-large.jpg","/artworks/artworks-000293639148-jrolv1-t500x500.jpg","APOO STEPPA","APOO STEPPA","http://mareebass.fr/documents/son/MareeBass_Prod-87_TheShield-APOOSTEPPA.zip"
426841238,"2018","MBEP042/Low Tide - HIGHTAI","/artworks/artworks-000287659634-0riswa-large.jpg","/artworks/artworks-000287659634-0riswa-t500x500.jpg","HIGHTAI","HIGHTAI","http://mareebass.fr/documents/son/MareeBass_Prod-86_LowTide-HIGHTAI.zip"
409662506,"2017","MBLP036/Deep - PHONIANDFLORE","/artworks/artworks-000277671149-al5520-large.jpg","/artworks/artworks-000277671149-al5520-t500x500.jpg","PHONIANDFLORE","PHONIANDFLORE","http://mareebass.fr/documents/son/MareeBass_Prod-85_Deep-PHONIANDFLORE.zip"
397902494,"2017","MBLP035/Encens - MAKA BAOBAB","/artworks/artworks-000269801513-tkm4vs-large.jpg","/artworks/artworks-000269801513-tkm4vs-t500x500.jpg","MAKA BAOBAB","MAKA BAOBAB","http://mareebass.fr/documents/son/MareeBass_Prod-84_Encens-MAKABAOBAB.zip"
393282392,"2017","MBEP041/Da First Sample - DAWOOD SOUND SYSTEM","/artworks/artworks-000266923208-5ltdcm-large.jpg","/artworks/artworks-000266923208-5ltdcm-t500x500.jpg","DAWOOD SOUND SYSTEM","DAWOOD SOUND SYSTEM","http://mareebass.fr/documents/son/MareeBass_Prod-83_DaFirstSample-DAWOODSOUNDSYSTEM.zip"
387202829,"2017","MBEP040/Monkey Attack - RAFIK SOUND SYSTEM","/artworks/artworks-000263384213-27zljo-large.jpg","/artworks/artworks-000263384213-27zljo-t500x500.jpg","RAFIK SOUND SYSTEM","RAFIK SOUND SYSTEM","http://mareebass.fr/documents/son/MareeBass_Prod-82_MonkeyAttack-RAFIKSOUNDSYSTEM.zip"
366138022,"2017","MBEP039/New Cycle - METTA FREQUENCIES","/artworks/artworks-000257660387-l8d4h3-large.jpg","/artworks/artworks-000257660387-l8d4h3-t500x500.jpg","METTA FREQUENCIES","METTA FREQUENCIES","http://mareebass.fr/documents/son/MareeBass_Prod-81_NewCycle-METTAFREQUENCIES.zip"
357066504,"2017","Marée BASS Compilation #5...download & support on https://www.mareebass.fr","/artworks/artworks-000245306956-uopixk-large.jpg","/artworks/artworks-000245306956-uopixk-t500x500.jpg",,,"https://mareebass-prod.bandcamp.com/album/mar-e-bass-compilation-5"
347548201,"2017","MBLP034/Hidden Teardrops - Marc OFX","/artworks/artworks-000239663993-nwluqc-large.jpg","/artworks/artworks-000239663993-nwluqc-t500x500.jpg","Marc OFX","Marc OFX","http://mareebass.fr/documents/son/MareeBass_Prod-79_HiddenTeardrops-MarcOFX.zip"
345672969,"2017","MBEP038/Obsidian - ECOTONE","/artworks/artworks-000238529690-87xgsj-large.jpg","/artworks/artworks-000238529690-87xgsj-t500x500.jpg","ECOTONE","ECOTONE","http://mareebass.fr/documents/son/MareeBass_Prod-78_Obsidian-ECOTONE.zip"
337529123,"2017","MBLP033/Ancient Foresights & Future Roots - AYWAKE","/artworks/artworks-000233417410-rvnblw-large.jpg","/artworks/artworks-000233417410-rvnblw-t500x500.jpg","AYWAKEN","AYWAKEN","http://mareebass.fr/documents/son/MareeBass_Prod-77_AncientForesightshttp://bit.ly/2B3e4zTFutureRoots-AYWAKEN.zip"
336623127,"2017","MBEP037/One Thousand Layers - SUMAC DUB MEETS THE MAUCAL'S... https://www.mareebass.fr","/artworks/artworks-000233125401-ow7nya-large.jpg","/artworks/artworks-000233125401-ow7nya-t500x500.jpg","SUMAC DUB MEETS THE MAUCAL'S","SUMAC DUB MEETS THE MAUCAL'S","http://mareebass.fr/documents/son/MareeBass_Prod-76_OneThousandLayers-SUMACDUBhttp://bit.ly/2B3lHX1THEMAUCAL'S.zip"
331057192,"2017","MBEP036/City Of Sunlands - JOSEPH JOSSY JO","/artworks/artworks-000228808590-yqjuj5-large.jpg","/artworks/artworks-000228808590-yqjuj5-t500x500.jpg","JOSEPH JOSSY JO","JOSEPH JOSSY JO","http://mareebass.fr/documents/son/MareeBass_Prod-75_CityofSunlands-JOSEPHJOSSYJO.zip"
327696344,"2017","MBEP035/Insomniac Area - JAY DAM","/artworks/artworks-000225584100-vioo15-large.jpg","/artworks/artworks-000225584100-vioo15-t500x500.jpg","JAY DAM","JAY DAM","http://mareebass.fr/documents/son/MareeBass_Prod-74_InsomniacArea-JAYDAM.zip"
327034269,"2017","MBEP034/Synth Attack - LOBA","/artworks/artworks-000224986435-bhgjjf-large.jpg","/artworks/artworks-000224986435-bhgjjf-t500x500.jpg","LOBA","LOBA","http://mareebass.fr/documents/son/MareeBass_Prod-73_SynthAttack-LOBA.zip"
322562077,"2017","MBEP033/Inna Wild Style Part. 2 - NATURAL HIGH DUBS","/artworks/artworks-000222317856-11drmr-large.jpg","/artworks/artworks-000222317856-11drmr-t500x500.jpg","NATURAL HIGH DUBS","NATURAL HIGH DUBS","http://mareebass.fr/documents/son/MareeBass_Prod-72_InnaWildStylePart2-NATURALHIGHDUBS.zip"
320522870,"2017","MBLP032/Fall in Dub - DUBOLOG","/artworks/artworks-000221066854-olfpu6-large.jpg","/artworks/artworks-000221066854-olfpu6-t500x500.jpg","DUBOLOGY","DUBOLOGY","http://mareebass.fr/documents/son/MareeBass_Prod-71_FallinDub-DUBOLOGY.zip"
316271282,"2017","MBEP032/Promenade sur Handpans - BEREN RELAX'HANG","/artworks/artworks-000218184360-t2hwly-large.jpg","/artworks/artworks-000218184360-t2hwly-t500x500.jpg","BEREN RELAX'HANG","BEREN RELAX'HANG","http://mareebass.fr/documents/son/MareeBass_Prod-70_PromenadessurHandpans-BERENRELAXHANG.zip"
311910076,"2017","MBLP031/Deeply Shaded - PROJET NOVA 6","/artworks/artworks-000215649055-nrmgdq-large.jpg","/artworks/artworks-000215649055-nrmgdq-t500x500.jpg","PROJET NOVA 6","PROJET NOVA 6","http://mareebass.fr/documents/son/MareeBass_Prod-69_DeeplyShaded-PROJETNOVA6.zip"
308154709,"2017","MBEP031/Subatomic - SKUNK KUT","/artworks/artworks-000213132035-nv55yv-large.jpg","/artworks/artworks-000213132035-nv55yv-t500x500.jpg","SKUNK KUT","SKUNK KUT","http://mareebass.fr/documents/son/MareeBass_Prod-68_Subatomic-SKUNKKUT.zip"
304965139,"2017","MBEP030/Bad People - ANAWAK LAB","/artworks/artworks-000210925264-gs7yfz-large.jpg","/artworks/artworks-000210925264-gs7yfz-t500x500.jpg","ANAWAK LAB","ANAWAK LAB","http://mareebass.fr/documents/son/MareeBass_Prod-67_BadPeople-ANAWAKLAB.zip"
302633955,"2017","MBLP030/The Last Warriors - GHANA SOUND Meets ATLAS DUB & T-HORNS... https://www.mareebass.fr","/artworks/artworks-000209455105-2gzwwx-large.jpg","/artworks/artworks-000209455105-2gzwwx-t500x500.jpg","GHANA SOUND MEETS ATLAS DUB & T-HORNS","GHANA SOUND MEETS ATLAS DUB & T-HORNS","http://mareebass.fr/documents/son/MareeBass_Prod-66_TheLastWarriors-GHANASOUNDMEETSATLASDUB.zip"
298751665,"2017","MBEP029/Somewhere On Earth - P.O.S","/artworks/artworks-000207023061-1ntpci-large.jpg","/artworks/artworks-000207023061-1ntpci-t500x500.jpg","P.O.S","P.O.S","http://mareebass.fr/documents/son/MareeBass_Prod-65_SomewhereOnEarth-POS.zip"
294976074,"2017","MBLP029/Alerta - CULTURAL SOULJA","/artworks/artworks-000204861109-ew9qu6-large.jpg","/artworks/artworks-000204861109-ew9qu6-t500x500.jpg","CULTURAL SOULJA","CULTURAL SOULJA","http://mareebass.fr/documents/son/MareeBass_Prod-64_Alerta-CULTURALSOULJA.zip"
289760444,"2017","MBLP028/Band Off Fools & Beatmaking Vol.2 - AMENTIA PROD... https://www.mareebass.fr","/artworks/artworks-000201650487-mol01z-large.jpg","/artworks/artworks-000201650487-mol01z-t500x500.jpg","AMENTIA PROD","AMENTIA PROD","http://mareebass.fr/documents/son/MareeBass_Prod-63_BandOffFools&BeatmakingVol2-AMENTIAPROD.zip"
287675742,"2016","MBLP027/Pacify - PHONIANDFLORE","/artworks/artworks-000200595495-wk5wje-large.jpg","/artworks/artworks-000200595495-wk5wje-t500x500.jpg","PHONIANDFLORE","PHONIANDFLORE","http://mareebass.fr/documents/son/MareeBass_Prod-62_Pacify-PHONIANDFLORE.zip"
